"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments","genus_cleaned","category"
"Diluvicursor pickeringi","Diluvicursor pickeringi","Herne et al.",2018,"M. C. Herne, A. M. Tait, and V. Weisbecker, M. Hall, J. P. Nair, M. Cleeland, S. W. Salisbury. 2018. A new small-bodied ornithopod (Dinosauria, Ornithischia) from a deep, high-energy Early Cretaceous river of the Australian-Antarctic rift system. PeerJ 5:e4113:1-77","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diluvicursor",66139,372640,"William Foster","urn:lsid:zoobank.org:act:9E1765D7-756F-4CF2-A005-EC0B0BE996BA","","dinosauria","valid","Eric the Red West, ETRW Sandstone, lower Albian, Eumeralla Formation, Otway Group, southern Victoria.","Australia","Australia","Museums Victoria, Melbourne, Victoria, Australia (formerly, National Museum of Victoria (NMV))","NMV P221080,","person","N/A","David A. Pickering","male","based on paper","Australia","inferred from paper","To acknowledge the significant contribution of David A. Pickering to Australian palaeontology and in memory of his passing during the production of this work.","environmental conditions","Latin","","","","","","From the Latin ‘diluvi,’ for deluge or flood, in reference to the deep high-energy palaeo-river within which the type material was deposited and the palaeo-floodplain upon which the river extended, combined with the suffix ‘-cursor,’ from the Latin for runner.","Australia; Australia; Australia; Australia; Australia; Australia; Australia","Australia; Australia; Australia; Australia; Australia; Australia; Australia","",FALSE,"","Diluvicursor","sp"
"Dinehichnus socialis","Dinehichnus socialis","Lockley et al.",1998,"M. G. Lockley, V. F. dos Santos, and C. A. Meyer, A. P. Hunt. 1998. A new dinosaur tracksite in the Morrison Formation, Boundary Butte, southeastern Utah. Modern Geology 23(1-4):317-330","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Dinehichnus",15170,68660,"William Foster",NA,"English","trace","valid","Butte, San Juan County, Utah","USA","USA","University of Colorado at Denver-Museum of Western Colorado joint collection","CU-MWC- 198.2","behavioural characteristics","Latin","","","","","","referring to inferred social behavio of tracemakers","group","Navajo?","Nevajo people","","","","","""Dineh"" referring to the Navajo people","","","",FALSE,"couldn't access title page, just the rest of the article in the book","Dinehichnus","sp"
"Dineobellator notohesperus","Dineobellator notohesperus","Jasinski et al.",2020,"S. E. Jasinski, R. M. Sullivan, and P. Dodson. 2020. Dromaeosaurid dinosaur (Theropoda, Dromaeosauridae) from New Mexico and biodiversity of dromaeosaurids at the end of the Cretaceous. Scientific Reports 10(5105):1-10","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Dineobellator",71950,413091,"Thomas Wong Hearing","urn:lsid:zoobank.org:act:B1F24B65-F634-4A0A-8263-43E706DFA1E4","","dinosauria","valid","SMP 410b, Bisti/De-na-zin Wilderness, New Mexico, USA","USA","USA","State Museum of Pennsylvania","SMP VP-2430","other","Greek","","","","","","Reference to deity and place: ""noto is from the Greek, meaning southern, or south; and the Greek hesper meaning western, in reference to the American Southwest. Additionally, Hesperus refers to a Greek god, namely the personification of the evening star and, by extension, “western.”""","group","Navajo and Latin","Navajo people","","","Navajo Nation/USA","","""The generic name is derived from Diné, the Navajo word in reference to the people of the Navajo Nation, and the Latin suffix bellator, meaning warrior""","USA","USA","",FALSE,"","Dineobellator","sp"
"Dingavis longimaxilla","Dingavis longimaxilla","O'Connor et al.",2016,"J. K. O'Connor, M. Wang, and H. Hu. 2016. A new ornithuromorph (Aves) with an elongate rostrum from the Jehol Biota, and the early evolution of rostralization in birds. Journal of Vertebrate Paleontology 14(11):939-948","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dingavis",66145,372796,"Thomas Halliday","urn:lsid:zoobank.org:act:323B5CFB-F75B-4678-A3B1-20F4722C837A","","aves","valid","Sihedang, Liaoning","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V20284","morphological characteristics","Latin","","","","","","""elongate maxilla""","person","","Wenjiang Ding","male","based on paper","China","explicitly stated in paper","""Distinguished Chinese geologist"" and ""father of Chinese geology""","China; China; China","China; China; China","",FALSE,"","Dingavis","sp"
"Dinheirosaurus lourinhanensis","Supersaurus lourinhanensis","Bonaparte and Mateus",1999,"J. F. Bonaparte and O. Mateus. 1999. A new diplodocid, Dinheirosaurus lourinhanensis gen. et sp. nov., from the Late Jurassic beds of Portugal. Revista del Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia"" e Instituto Nacional de InvestigaciÃ³n de las Ciencias Naturales, PaleontologÃ­a 5(2):13-29","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Dinheirosaurus",13166,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","location/geography","","","","","","","Named for Porto Dinheiro, in Portugal","Argentina; Portugal","Argentina; Portugal","",TRUE,"Genus etymology from Holtz (2011) appendix","Dinheirosaurus","sp"
"Dinosauropodes bransfordii","Dinosauropodes bransfordii","Strevell",1932,"C. N. Strevell. 1932. Dinosauropodes.","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dinosauropodes",55933,326088,"Thomas Halliday","","English","trace","nomen dubium","Spring Canyon tracksite, Utah","USA","USA","","","person","","Wallace Bransford","male","based on paper","USA","inferred from paper","""Through the interest of Mr Wallace Bransford, the collection is at present in attractive quarters in the Bransford Apartment building, Salt Lake City""","other","Greek","","","","","","""dinosaur foot""","USA; USA","USA; USA","",FALSE,"Nomina dubia largely for being published in an non-journal format","Dinosauropodes","sp"
"Dinosauropodes magrawii","Dinosauropodes magrawii","Strevell",1932,"C. N. Strevell. 1932. Dinosauropodes.","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dinosauropodes",55933,85823,"Thomas Halliday","","English","trace","nomen dubium","Chesterfield coal mine, Sego, Utah","USA","USA","","","person","","R.W. Magraw","male","based on paper","USA","inferred from paper","""donated by Mr RW Magraw of the Chesterfield Coal company, to the University of Pennsylvania, his alma mater""","other","Greek","","","","","","""dinosaur foot""","USA; USA","USA; USA","",FALSE,"Nomina dubia largely for being published in an non-journal format","Dinosauropodes","sp"
"Dinosauropodes osborni","Dinosauropodes osborni","Strevell",1932,"C. N. Strevell. 1932. Dinosauropodes.","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dinosauropodes",55933,326084,"Thomas Halliday","","English","trace","nomen dubium","Spring Canyon tracksite, Utah","USA","USA","","","person","","Henry Fairfield Osborn","male","assumed from ending","USA","inferred from paper","Palaeontologist at the AMNH","other","Greek","","","","","","""dinosaur foot""","USA; USA","USA; USA","",FALSE,"Nomina dubia largely for being published in an non-journal format","Dinosauropodes","sp"
"Dinosauropodes wilsoni","Dinosauropodes wilsoni","Strevell",1932,"C. N. Strevell. 1932. Dinosauropodes.","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dinosauropodes",55933,326087,"Thomas Halliday","","English","trace","nomen dubium","Standard Coal Company mine tracksite","USA","USA","","","person","","W.D. Wilson","male","based on paper","USA","inferred from paper","""the interest and cooperation of Mr WD Wilson who has, with the assistance of the miners, secured the majority of casts in this collection""","other","Greek","","","","","","""dinosaur foot""","USA; USA","USA; USA","",FALSE,"Nomina dubia largely for being published in an non-journal format","Dinosauropodes","sp"
"Diplodocus longus","Diplodocus longus","Marsh",1878,"O. C. Marsh. 1878. Principal characters of American Jurassic dinosaurs. Part I. American Journal of Science and Arts 16:411-416","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus",7803,52920,"Thomas Halliday","","","dinosauria","valid","Felch Quarry, Colorado","USA","USA","Yale Peabody Museum","YPM 1920","morphological characteristics","","","","","","","""long""","morphological characteristics","Greek","","","","","","""Double beam"" in reference to the vertebrae","USA","USA","",FALSE,"","Diplodocus","sp"
"Diplodocus carnegii","Diplodocus carnegii","Hatcher",1901,"J. B. Hatcher. 1901. Diplodocus Marsh; its osteology, taxonomy, and probate habits, with a restoration of the skeleton. Memoirs of the Carnegie Museum 1:1-63","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus",5990,65917,"Thomas Halliday","","","dinosauria","valid","Carnegie Quarry, Sheep Creek, Wyoming","USA","USA","Carnegie Museum","CM 84","person","","Andrew Carnegie","","","USA","explicitly stated in paper","""The founder of this institution, and in recognition of his interest in vertebrate paleontology, which interest he has abundantly and substantially shown in providing the necessary funds for organising and maintaining a Section of Vertebrate Paleontology in connection with this Museum""","morphological characteristics","Greek","","","","","","""Double beam"" in reference to the vertebrae","USA","USA","",FALSE,"","Diplodocus","sp"
"Diplodocus hayi","Galeamopus hayi","Holland",1981,"Holland, W.J. 1924. The skull of Diplodocus. Memoirs of the Carnegie Museum, 9: 378–403","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus",NA,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","morphological characteristics","Greek","","","","","","""Double beam"" in reference to the vertebrae","USA","USA","",TRUE,"","Diplodocus","sp"
"Diplodocus","","Gillette",1991,"D. D. Gillette. 1991. Seismosaurus halli, gen. et sp. nov., a new sauropod dinosaur from the Morrison Formation (Upper Jurassic/Lower Cretaceous) of New Mexico, USA. Journal of Vertebrate Paleontology 11(4):417-433","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus",13886,NA,"","","","","","","","","","","","","","","","","","","morphological characteristics","Greek","","","","","","""Double beam"" in reference to the vertebrae","USA","USA","",FALSE,"","Diplodocus","gen"
"Diplodocus hallorum","Diplodocus hallorum","Gillette",1991,"D. D. Gillette. 1991. Seismosaurus halli, gen. et sp. nov., a new sauropod dinosaur from the Morrison Formation (Upper Jurassic/Lower Cretaceous) of New Mexico, USA. Journal of Vertebrate Paleontology 11(4):417-433","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus",13886,104974,"William Foster",NA,"English","dinosauria","valid","Sixteen km west of San Ysidro, San doval County, New Mexico, USA","USA","USA","New Mexico Museum of Natural History","NMMNH 3690","group","","late Reverend James W. Hall,  and his wife Ruth","","","USA","inferred from paper","The species name is for the late Reverend James W. Hall, former director of the Ghost Ranch Conference Center, Abiquiu, New Mexico, and his wife Ruth, honoring their support of paleontology in northern New Mexico spanning three decades","morphological characteristics","Greek","","","","","","""Double beam"" in reference to the vertebrae","USA","USA","",FALSE,"","Diplodocus","sp"
"Diracodon laticeps","Diracodon laticeps","Marsh",1881,"O. C. Marsh. 1881. Principal characters of American Jurassic dinosaurs. Part V. The American Journal of Science and Arts, series 3 21:417-423","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Diracodon",7816,52993,"Thomas Halliday","","","dinosauria","valid","Reed's YPM Quarry 13, T22N, R76W, Sec. 4 or 5, Como Bluff, East (East of Marshall road), Albany County, Wyoming.","USA","USA","Yale Peabody Museum","YPM 1885","morphological characteristics","","","","","","","Latin, latus, ""wide"" and Latin -ceps,""headed.""","morphological characteristics","Greek","","","","","","""neck point tooth"". Marsh says ""The base of the crown is expanded, and below this is a distinct neck, which will readily distinguish these teeth""","USA","USA","",TRUE,"Genus from Creisler's Dinosauria Translation Guide","Diracodon","sp"
"Dispersituberoolithus exilis","Dispersituberoolithus exilis","Zelenitsky et al.",1996,"D. K. Zelenitsky, L. V. Hills, and P. J. Currie. 1996. Parataxonomic classification of ornithoid eggshell fragments from the Oldman Formation (Judith River Group; Upper Cretaceous), southern Alberta. Canadian Journal of Earth Sciences 33:1655-1667","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dispersituberoolithus",18018,82636,"Bryan Gee",NA,"","egg","valid","Little Diablo's Hill, Devil's Coulee, Alberta","Canada","Canada","Royal Tyrell Museum of Palaeontology","TMP 94.157.62","morphological characteristics","","","","","","","for the thinness of the eggshell","morphological characteristics","","","","","","","""dispersed node""","Canada; Canada; Canada","Canada; Canada; Canada","",FALSE,"","Dispersituberoolithus","sp"
"Dollodon bampingi","Mantellisaurus atherfieldensis","Paul",2008,"G. S. Paul. 2008. A revised taxonomy of the iguanodont dinosaur genera and species. Cretaceous Research 29(2):192-216","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Iguanodontidae","Dollodon",32089,NA,"Nussaïbah B. Raja","","","","junior","Bernissart Quary","Belgium","Belgium","Institut royal des Sciences naturelles de Belgique, Brussels","IRSNB 1551","person","","B. Bamping","male","based on paper","Unknown","","Named in honour of Mr D. Bamping for his support of this research.","person","","Louis Dollo","male","retrieved from external source","Belgium","retrieved from external source","""Dollo"" (for Luis Dollo, who first described its remains) and the Greek ""odon"" (tooth)","USA","USA","",FALSE,"","Dollodon","sp"
"Dongbeititan dongi","Dongbeititan dongi","Wang et al.",2007,"X. Wang, H. You, and Q. Meng, C. Gao, X. Cheng, J. Liu. 2007. Dongbeititan dongi, the first sauropod dinosaur from the Lower Cretaceous Jehol Group of western Liaoning Province, China. Acta Geologica Sinica 81(6):911-916","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dongbeititan",30687,153808,"Bryan Gee","","English","dinosauria","valid","In a valley between Libalang Valley and Er Valley, about 5 km southwest of the Sihetun Fossil Museum in Beipiao City, Liaoning Province","China","China","Dalian Natural History Museum","D2867","person","N/A","Dong Zhiming","","","China","retrieved from external source","“Dong”: in honor of Prof. DONG Zhiming has contributed greatly to research and education on Chinese dinosaurs. ","location/geography","Chinese; Greek","","","","","","“Dongbei” (Chinese): northeastern region of China, which includes Liaoning, Jilin, and Heilongjiang provinces. “Titan” (Greek): refers to Greek mythological giants, symbolic of great size. ","China; China; China; China; China; China","China; China; China; China; China; China","",FALSE,"","Dongbeititan","sp"
"Dongbetitan dongi","Dongbeititan dongi","Wang et al.",2007,"X. Wang, H. You, and Q. Meng, C. Gao, X. Cheng, J. Liu. 2007. Dongbeititan dongi, the first sauropod dinosaur from the Lower Cretaceous Jehol Group of western Liaoning Province, China. Acta Geologica Sinica 81(6):911-916","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dongbetitan",30687,NA,"","","","","obsolete variant of","","","","","","","","","","","","","","location/geography","Chinese; Greek","","","","","","“Dongbei” (Chinese): northeastern region of China, which includes Liaoning, Jilin, and Heilongjiang provinces. “Titan” (Greek): refers to Greek mythological giants, symbolic of great size. ","China; China; China; China; China; China","China; China; China; China; China; China","",FALSE,"Misspelling, duplicate","Dongbetitan","sp"
"Dongyangopelta yangyanensis","Dongyangopelta yangyanensis","Chen et al.",2013,"R. Chen, W. Zheng, and Y. Azuma, M. Shibata, T. Lou, Q. Jin, X. Jin. 2013. A New Nodosaurid Ankylosaur from the Chaochuan Formation of Dongyang, Zhejiang Province, China. Acta Geologica Sinica (English Edition) 87(3):658-671","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Dongyangopelta",47490,273055,"William Foster",NA,"English","dinosauria","valid","Pinglinggang Hill, Yangyan Village, Mazhai Town, Dongyang City, Zhejiang","China","China","Dongyang Museum","DYM F0136","location/geography","Chinese","","","","","","refers to Yangyan Village","location/geography","","","","","","","refers to Dongyang City","China (CR); China (ZW); China (YA); Japan (YA); China (MS); China (LT); China (JQ); China (JX)","China (CR); China (ZW); China (YA); Japan (YA); China (MS); China (LT); China (JQ); China (JX)","",FALSE,"","Dongyangopelta","sp"
